started_utc	ended_utc	label	exit_code	timing_basis	command
2026-08-19T02:51:58Z	2026-08-19T02:51:58Z	QLB-EXT-006:scan-retained	0	wall_clock	node <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign/oracle-absence-scan.mjs --label QLB-EXT-006/retained-inputs-and-envelopes --output <WORK>/scenarios/QLB-EXT-006/scans/scan-3-retained.json --digest-source <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/oracle-precommit.json --digest-source <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/execution-lock.json --expectation-path expectations/QLB-EXT-006.expected.json --expectation-path <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/expectations/QLB-EXT-006.expected.json <WORK>/scenarios/QLB-EXT-006/run-output/inputs <WORK>/scenarios/QLB-EXT-006/run-output/store/retained/local-observation-adapter/interact-validate-stimulus/response-envelope.json <WORK>/scenarios/QLB-EXT-006/run-output/store/retained/local-observation-adapter/report-residue-final/response-envelope.json
2026-08-19T02:52:06Z	2026-08-19T02:52:06Z	QLB-EXT-006:compare	0	wall_clock	node <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign/compare-scenario.mjs --scenario QLB-EXT-006 --scenario-root <WORK>/scenarios/QLB-EXT-006 --expected <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/expectations/QLB-EXT-006.expected.json --oracle-precommit <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/oracle-precommit.json --execution-lock <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/execution-lock.json --campaign-index <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign-index.json --dependency-anchor <WORK>/qualiber/adapters/erl2-subject/package.json --output <WORK>/scenarios/QLB-EXT-006/comparison/comparison.json
2026-08-19T02:52:51Z	2026-08-19T02:52:51Z	QLB-EXT-007:scan-mounted-inputs	0	wall_clock	node <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign/oracle-absence-scan.mjs --label QLB-EXT-007/mounted-inputs --output <WORK>/scenarios/QLB-EXT-007/scans/scan-1-mounted-inputs.json --digest-source <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/oracle-precommit.json --digest-source <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/execution-lock.json --expectation-path expectations/QLB-EXT-007.expected.json --expectation-path <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/expectations/QLB-EXT-007.expected.json <WORK>/scenarios/QLB-EXT-007/input
2026-08-19T02:52:51Z	2026-08-19T02:52:51Z	QLB-EXT-007:plan-draft	0	wall_clock	npm --prefix <WORK>/qualiber/adapters/erl2-subject run --silent plan:draft:validation -- --capture-stimulus <WORK>/scenarios/QLB-EXT-007/input/stimulus.json --contract-stimulus <WORK>/scenarios/QLB-EXT-007/input/contract.json --output <WORK>/scenarios/QLB-EXT-007/plan/plan-draft.generated.json
2026-08-19T02:52:51Z	2026-08-19T02:52:52Z	QLB-EXT-007:declare-and-seal	0	wall_clock	node <WORK>/lab-deps/packages/cli/dist/src/bin.js declare-trusted-local-adapter --adapter-entry <WORK>/qualiber/adapters/erl2-subject/dist/qualiber-erl2-validation-subject.mjs --manifest <WORK>/qualiber/adapters/erl2-subject/certification/validation-adapter-manifest.v2.json --acknowledge-trusted-local-code I ACCEPT THAT THESE EXACT ADAPTER BYTES EXECUTE WITH MY LOCAL USER PERMISSIONS, ARE NOT SANDBOXED AND ARE NOT INDEPENDENTLY CERTIFIED, AND THAT THE RESULTS ARE DEVELOPMENT-ONLY, UNSCORED AND UNAUTHENTICATED --acknowledged-by repository owner (karthik), qualiber-reality-lab prospective Wave 2 campaign 2026-08-19 --declaration-id qualiber-ext-qlb-ext-007 --output <WORK>/scenarios/QLB-EXT-007/declaration/trusted-local-declaration.json --source-repository qualiber --source-commit d3ebf37fc2cd5741c25eac22eaa20777153730ce --source-tree 0d2a8c4de0196972ef1ed8844b3746a4cfa5df3a --seal-plan-draft <WORK>/scenarios/QLB-EXT-007/plan/plan-draft.generated.json --plan-output <WORK>/scenarios/QLB-EXT-007/plan/plan-sealed.json
2026-08-19T02:52:52Z	2026-08-19T02:52:52Z	QLB-EXT-007:scan-sealed-plan	0	wall_clock	node <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign/oracle-absence-scan.mjs --label QLB-EXT-007/sealed-plan --output <WORK>/scenarios/QLB-EXT-007/scans/scan-2-sealed-plan.json --digest-source <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/oracle-precommit.json --digest-source <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/execution-lock.json --expectation-path expectations/QLB-EXT-007.expected.json --expectation-path <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/expectations/QLB-EXT-007.expected.json <WORK>/scenarios/QLB-EXT-007/plan/plan-sealed.json
2026-08-19T02:52:52Z	2026-08-19T02:52:53Z	QLB-EXT-007:run-observation	0	wall_clock	node <WORK>/lab-deps/packages/cli/dist/src/bin.js run-trusted-local-observation --adapter-entry <WORK>/qualiber/adapters/erl2-subject/dist/qualiber-erl2-validation-subject.mjs --manifest <WORK>/qualiber/adapters/erl2-subject/certification/validation-adapter-manifest.v2.json --plan <WORK>/scenarios/QLB-EXT-007/plan/plan-sealed.json --owner-declaration <WORK>/scenarios/QLB-EXT-007/declaration/trusted-local-declaration.json --output-root <WORK>/scenarios/QLB-EXT-007/run-output --bind-input capture-stimulus-input=<WORK>/scenarios/QLB-EXT-007/input/stimulus.json --bind-input contract-stimulus-input=<WORK>/scenarios/QLB-EXT-007/input/contract.json
2026-08-19T02:52:53Z	2026-08-19T02:52:53Z	QLB-EXT-007:offline-verification	0	wall_clock	node <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign/run-offline-verification.mjs --lab-checkout <WORK>/lab-deps --record <WORK>/scenarios/QLB-EXT-007/run-output/trusted-local-observation-record.json --plan <WORK>/scenarios/QLB-EXT-007/run-output/observation-plan.json --registry-root <WORK>/scenarios/QLB-EXT-007/run-output/registry --adapter-entry <WORK>/qualiber/adapters/erl2-subject/dist/qualiber-erl2-validation-subject.mjs --retained-input-root <WORK>/scenarios/QLB-EXT-007/run-output/inputs --label QLB-EXT-007 --output <WORK>/scenarios/QLB-EXT-007/verification/verification-result.json
2026-08-19T02:52:53Z	2026-08-19T02:52:53Z	QLB-EXT-007:scan-retained	0	wall_clock	node <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign/oracle-absence-scan.mjs --label QLB-EXT-007/retained-inputs-and-envelopes --output <WORK>/scenarios/QLB-EXT-007/scans/scan-3-retained.json --digest-source <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/oracle-precommit.json --digest-source <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/execution-lock.json --expectation-path expectations/QLB-EXT-007.expected.json --expectation-path <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/expectations/QLB-EXT-007.expected.json <WORK>/scenarios/QLB-EXT-007/run-output/inputs <WORK>/scenarios/QLB-EXT-007/run-output/store/retained/local-observation-adapter/interact-validate-stimulus/response-envelope.json <WORK>/scenarios/QLB-EXT-007/run-output/store/retained/local-observation-adapter/report-residue-final/response-envelope.json
2026-08-19T02:52:58Z	2026-08-19T02:52:58Z	QLB-EXT-008:scan-mounted-inputs	0	wall_clock	node <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign/oracle-absence-scan.mjs --label QLB-EXT-008/mounted-inputs --output <WORK>/scenarios/QLB-EXT-008/scans/scan-1-mounted-inputs.json --digest-source <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/oracle-precommit.json --digest-source <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/execution-lock.json --expectation-path expectations/QLB-EXT-008.expected.json --expectation-path <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/expectations/QLB-EXT-008.expected.json <WORK>/scenarios/QLB-EXT-008/input
2026-08-19T02:52:58Z	2026-08-19T02:52:58Z	QLB-EXT-008:plan-draft	0	wall_clock	npm --prefix <WORK>/qualiber/adapters/erl2-subject run --silent plan:draft:validation -- --capture-stimulus <WORK>/scenarios/QLB-EXT-008/input/stimulus.json --contract-stimulus <WORK>/scenarios/QLB-EXT-008/input/contract.json --output <WORK>/scenarios/QLB-EXT-008/plan/plan-draft.generated.json
2026-08-19T02:52:58Z	2026-08-19T02:52:58Z	QLB-EXT-008:declare-and-seal	0	wall_clock	node <WORK>/lab-deps/packages/cli/dist/src/bin.js declare-trusted-local-adapter --adapter-entry <WORK>/qualiber/adapters/erl2-subject/dist/qualiber-erl2-validation-subject.mjs --manifest <WORK>/qualiber/adapters/erl2-subject/certification/validation-adapter-manifest.v2.json --acknowledge-trusted-local-code I ACCEPT THAT THESE EXACT ADAPTER BYTES EXECUTE WITH MY LOCAL USER PERMISSIONS, ARE NOT SANDBOXED AND ARE NOT INDEPENDENTLY CERTIFIED, AND THAT THE RESULTS ARE DEVELOPMENT-ONLY, UNSCORED AND UNAUTHENTICATED --acknowledged-by repository owner (karthik), qualiber-reality-lab prospective Wave 2 campaign 2026-08-19 --declaration-id qualiber-ext-qlb-ext-008 --output <WORK>/scenarios/QLB-EXT-008/declaration/trusted-local-declaration.json --source-repository qualiber --source-commit d3ebf37fc2cd5741c25eac22eaa20777153730ce --source-tree 0d2a8c4de0196972ef1ed8844b3746a4cfa5df3a --seal-plan-draft <WORK>/scenarios/QLB-EXT-008/plan/plan-draft.generated.json --plan-output <WORK>/scenarios/QLB-EXT-008/plan/plan-sealed.json
2026-08-19T02:52:58Z	2026-08-19T02:52:58Z	QLB-EXT-008:scan-sealed-plan	0	wall_clock	node <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign/oracle-absence-scan.mjs --label QLB-EXT-008/sealed-plan --output <WORK>/scenarios/QLB-EXT-008/scans/scan-2-sealed-plan.json --digest-source <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/oracle-precommit.json --digest-source <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/execution-lock.json --expectation-path expectations/QLB-EXT-008.expected.json --expectation-path <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/expectations/QLB-EXT-008.expected.json <WORK>/scenarios/QLB-EXT-008/plan/plan-sealed.json
2026-08-19T02:52:58Z	2026-08-19T02:52:59Z	QLB-EXT-008:run-observation	0	wall_clock	node <WORK>/lab-deps/packages/cli/dist/src/bin.js run-trusted-local-observation --adapter-entry <WORK>/qualiber/adapters/erl2-subject/dist/qualiber-erl2-validation-subject.mjs --manifest <WORK>/qualiber/adapters/erl2-subject/certification/validation-adapter-manifest.v2.json --plan <WORK>/scenarios/QLB-EXT-008/plan/plan-sealed.json --owner-declaration <WORK>/scenarios/QLB-EXT-008/declaration/trusted-local-declaration.json --output-root <WORK>/scenarios/QLB-EXT-008/run-output --bind-input capture-stimulus-input=<WORK>/scenarios/QLB-EXT-008/input/stimulus.json --bind-input contract-stimulus-input=<WORK>/scenarios/QLB-EXT-008/input/contract.json
2026-08-19T02:52:59Z	2026-08-19T02:52:59Z	QLB-EXT-008:offline-verification	0	wall_clock	node <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign/run-offline-verification.mjs --lab-checkout <WORK>/lab-deps --record <WORK>/scenarios/QLB-EXT-008/run-output/trusted-local-observation-record.json --plan <WORK>/scenarios/QLB-EXT-008/run-output/observation-plan.json --registry-root <WORK>/scenarios/QLB-EXT-008/run-output/registry --adapter-entry <WORK>/qualiber/adapters/erl2-subject/dist/qualiber-erl2-validation-subject.mjs --retained-input-root <WORK>/scenarios/QLB-EXT-008/run-output/inputs --label QLB-EXT-008 --output <WORK>/scenarios/QLB-EXT-008/verification/verification-result.json
2026-08-19T02:52:59Z	2026-08-19T02:52:59Z	QLB-EXT-008:scan-retained	0	wall_clock	node <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign/oracle-absence-scan.mjs --label QLB-EXT-008/retained-inputs-and-envelopes --output <WORK>/scenarios/QLB-EXT-008/scans/scan-3-retained.json --digest-source <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/oracle-precommit.json --digest-source <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/execution-lock.json --expectation-path expectations/QLB-EXT-008.expected.json --expectation-path <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/expectations/QLB-EXT-008.expected.json <WORK>/scenarios/QLB-EXT-008/run-output/inputs <WORK>/scenarios/QLB-EXT-008/run-output/store/retained/local-observation-adapter/interact-validate-stimulus/response-envelope.json <WORK>/scenarios/QLB-EXT-008/run-output/store/retained/local-observation-adapter/report-residue-final/response-envelope.json
2026-08-19T02:53:08Z	2026-08-19T02:53:08Z	QLB-EXT-007:compare	0	wall_clock	node <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign/compare-scenario.mjs --scenario QLB-EXT-007 --scenario-root <WORK>/scenarios/QLB-EXT-007 --expected <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/expectations/QLB-EXT-007.expected.json --oracle-precommit <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/oracle-precommit.json --execution-lock <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/execution-lock.json --campaign-index <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign-index.json --dependency-anchor <WORK>/qualiber/adapters/erl2-subject/package.json --output <WORK>/scenarios/QLB-EXT-007/comparison/comparison.json
2026-08-19T02:53:08Z	2026-08-19T02:53:08Z	QLB-EXT-008:compare	0	wall_clock	node <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign/compare-scenario.mjs --scenario QLB-EXT-008 --scenario-root <WORK>/scenarios/QLB-EXT-008 --expected <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/expectations/QLB-EXT-008.expected.json --oracle-precommit <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/oracle-precommit.json --execution-lock <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/execution-lock.json --campaign-index <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign-index.json --dependency-anchor <WORK>/qualiber/adapters/erl2-subject/package.json --output <WORK>/scenarios/QLB-EXT-008/comparison/comparison.json
2026-08-19T02:53:19Z	2026-08-19T02:53:19Z	QLB-EXT-006:compare-final-index	0	wall_clock	node <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign/compare-scenario.mjs --scenario QLB-EXT-006 --scenario-root <WORK>/scenarios/QLB-EXT-006 --expected <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/expectations/QLB-EXT-006.expected.json --oracle-precommit <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/oracle-precommit.json --execution-lock <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/execution-lock.json --campaign-index <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign-index.json --dependency-anchor <WORK>/qualiber/adapters/erl2-subject/package.json --output <WORK>/scenarios/QLB-EXT-006/comparison/comparison.json
2026-08-19T02:53:40Z	2026-08-19T02:53:40Z	NC-1:comparator-nc1-mode	0	wall_clock	node <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign/compare-scenario.mjs --scenario QLB-EXT-006 --scenario-root <WORK>/nc/nc1-006 --expected <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/negative-controls/NC-1.counterfactual.expected.json --oracle-precommit <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/oracle-precommit.json --execution-lock <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/execution-lock.json --campaign-index <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign-index.json --dependency-anchor <WORK>/qualiber/adapters/erl2-subject/package.json --output <WORK>/nc/NC-1.comparison.json --nc1-mode
2026-08-19T02:53:50Z	2026-08-19T02:53:50Z	NC-1b:mutated-expectation	0	wall_clock	node <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign/compare-scenario.mjs --scenario QLB-EXT-006 --scenario-root <WORK>/nc/nc1b-006 --expected <WORK>/nc/nc1b-exp/QLB-EXT-006.expected.json --oracle-precommit <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/oracle-precommit.json --execution-lock <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/execution-lock.json --campaign-index <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign-index.json --dependency-anchor <WORK>/qualiber/adapters/erl2-subject/package.json --output <WORK>/nc/NC-1b.comparison.json
2026-08-19T02:54:04Z	2026-08-19T02:54:04Z	NC-2:missing-run-result	0	wall_clock	node <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign/compare-scenario.mjs --scenario QLB-EXT-006 --scenario-root <WORK>/nc/nc2-006 --expected <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/expectations/QLB-EXT-006.expected.json --oracle-precommit <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/oracle-precommit.json --execution-lock <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/execution-lock.json --campaign-index <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign-index.json --dependency-anchor <WORK>/qualiber/adapters/erl2-subject/package.json --output <WORK>/nc/NC-2.comparison.json
2026-08-19T02:54:13Z	2026-08-19T02:54:13Z	NC-3:exit0-violation-agree	0	wall_clock	node <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign/compare-scenario.mjs --scenario QLB-EXT-006 --scenario-root <WORK>/nc/nc3-006 --expected <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/expectations/QLB-EXT-006.expected.json --oracle-precommit <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/oracle-precommit.json --execution-lock <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/execution-lock.json --campaign-index <WORK>/lab-evidence/docs/evidence/qualiber-product-scenarios-wave2-20260819/campaign-index.json --dependency-anchor <WORK>/qualiber/adapters/erl2-subject/package.json --output <WORK>/nc/NC-3.comparison.json
